input_image,gt_image,TP,TN,FP,FN,recall,specificity,FPR,FNR,PWC,precision,f_measure
dataset\turnpike_0_5fps\input\in000800.jpg,dataset\turnpike_0_5fps\groundtruth\gt000800.png,5,48393,5058,18224,0.0002742882220637446,0.9053712746253578,0.09462872537464219,0.9997257117779362,32.48046875,0.0009875567845151097,0.000429331959471063
dataset\turnpike_0_5fps\input\in000801.jpg,dataset\turnpike_0_5fps\groundtruth\gt000801.png,864,61400,4199,5217,0.142081894425259,0.9359898778944801,0.0640101221055199,0.857918105574741,13.136160714285714,0.17064981236421095,0.15506101938262742
dataset\turnpike_0_5fps\input\in000802.jpg,dataset\turnpike_0_5fps\groundtruth\gt000802.png,579,58782,4484,7835,0.06881388162586166,0.9291246483103088,0.07087535168969114,0.9311861183741383,17.186104910714285,0.11435907564684969,0.08592416709950285
dataset\turnpike_0_5fps\input\in000803.jpg,dataset\turnpike_0_5fps\groundtruth\gt000803.png,2348,52484,2715,14133,0.1424670833080517,0.9508143263464918,0.04918567365350822,0.8575329166919483,23.504464285714285,0.46375666600829546,0.21797252135165243
dataset\turnpike_0_5fps\input\in000804.jpg,dataset\turnpike_0_5fps\groundtruth\gt000804.png,547,55421,4516,11196,0.046580941837690536,0.9246542202646112,0.07534577973538882,0.9534190581623094,21.919642857142858,0.10803871222595299,0.06509579911936213
dataset\turnpike_0_5fps\input\in000805.jpg,dataset\turnpike_0_5fps\groundtruth\gt000805.png,1312,60348,3751,6269,0.173064239546234,0.9414811463517372,0.05851885364826284,0.826935760453766,13.978794642857142,0.2591349002567648,0.20752926289149007
dataset\turnpike_0_5fps\input\in000806.jpg,dataset\turnpike_0_5fps\groundtruth\gt000806.png,1010,57558,4053,9059,0.10030787565796008,0.9342162925451624,0.06578370745483761,0.8996921243420399,18.292410714285715,0.19948647047205215,0.13349193761564895
dataset\turnpike_0_5fps\input\in000807.jpg,dataset\turnpike_0_5fps\groundtruth\gt000807.png,679,59827,4384,6790,0.09090909090909091,0.931725093831275,0.06827490616872499,0.9090909090909091,15.588727678571429,0.1341102113371519,0.1083625917650814
dataset\turnpike_0_5fps\input\in000808.jpg,dataset\turnpike_0_5fps\groundtruth\gt000808.png,1733,62941,3330,3676,0.3203919393603254,0.94975177679528,0.05024822320472001,0.6796080606396746,9.773995535714286,0.34228718151293697,0.33097784568372807
dataset\turnpike_0_5fps\input\in000809.jpg,dataset\turnpike_0_5fps\groundtruth\gt000809.png,1717,56835,3346,9782,0.149317331941908,0.9444010568119506,0.055598943188049386,0.850682668058092,18.314732142857142,0.3391269998024886,0.20734210844100953
dataset\turnpike_0_5fps\input\in000810.jpg,dataset\turnpike_0_5fps\groundtruth\gt000810.png,527,58842,4536,7775,0.06347867983618405,0.9284294234592445,0.07157057654075547,0.936521320163816,17.174944196428573,0.10408848508789255,0.07886270108492331
dataset\turnpike_0_5fps\input\in000811.jpg,dataset\turnpike_0_5fps\groundtruth\gt000811.png,1005,54946,4058,11671,0.07928368570526981,0.9312250016948004,0.06877499830519965,0.9207163142947302,21.943359375,0.19849891368753703,0.11330965668865214
dataset\turnpike_0_5fps\input\in000812.jpg,dataset\turnpike_0_5fps\groundtruth\gt000812.png,370,57007,4693,9610,0.03707414829659319,0.9239384116693679,0.07606158833063209,0.9629258517034068,19.953962053571427,0.07307920205411811,0.04919231536262714
dataset\turnpike_0_5fps\input\in000813.jpg,dataset\turnpike_0_5fps\groundtruth\gt000813.png,593,61067,4470,5550,0.09653263877584242,0.9317942536277217,0.06820574637227826,0.9034673612241576,13.978794642857142,0.117124234643492,0.10583615920042835
dataset\turnpike_0_5fps\input\in000814.jpg,dataset\turnpike_0_5fps\groundtruth\gt000814.png,1048,58698,4015,7919,0.1168729786996766,0.9359781863409501,0.06402181365904996,0.8831270213003234,16.648995535714285,0.206991902034367,0.14939415538132575
dataset\turnpike_0_5fps\input\in000815.jpg,dataset\turnpike_0_5fps\groundtruth\gt000815.png,291,57821,4772,8796,0.03202377022119511,0.9237614429728563,0.0762385570271436,0.9679762297788049,18.928571428571427,0.05747580485877938,0.04113074204946996
dataset\turnpike_0_5fps\input\in000816.jpg,dataset\turnpike_0_5fps\groundtruth\gt000816.png,2436,51021,2627,15596,0.13509316770186336,0.9510326573218014,0.048967342678198626,0.8649068322981367,25.422712053571427,0.4811376654157614,0.21095475211084655
dataset\turnpike_0_5fps\input\in000817.jpg,dataset\turnpike_0_5fps\groundtruth\gt000817.png,1054,58680,4009,7937,0.11722833945056167,0.936049386654756,0.06395061334524398,0.8827716605494383,16.665736607142858,0.2081769701757851,0.14999288458801763
dataset\turnpike_0_5fps\input\in000818.jpg,dataset\turnpike_0_5fps\groundtruth\gt000818.png,2231,60710,2832,5907,0.27414598181371347,0.9554310534764408,0.04456894652355922,0.7258540181862866,12.191685267857142,0.44064783725064194,0.3380046966138929
dataset\turnpike_0_5fps\input\in000819.jpg,dataset\turnpike_0_5fps\groundtruth\gt000819.png,497,59025,4566,7592,0.061441463716157746,0.928197386422607,0.07180261357739302,0.9385585362838422,16.961495535714285,0.0981631443808019,0.07557785888077859
dataset\turnpike_0_5fps\input\in000820.jpg,dataset\turnpike_0_5fps\groundtruth\gt000820.png,574,57236,4489,9381,0.057659467604218986,0.9272742000810045,0.07272579991899554,0.942340532395781,19.349888392857142,0.11337151886233458,0.07644160340924223
dataset\turnpike_0_5fps\input\in000821.jpg,dataset\turnpike_0_5fps\groundtruth\gt000821.png,1204,58589,3859,8028,0.1304159445407279,0.9382045862157314,0.06179541378426851,0.8695840554592721,16.583426339285715,0.2378036737112384,0.1684505071703393
dataset\turnpike_0_5fps\input\in000822.jpg,dataset\turnpike_0_5fps\groundtruth\gt000822.png,1553,43046,3510,23571,0.061813405508676963,0.9246069249935561,0.07539307500644385,0.938186594491323,37.78041294642857,0.30673513727039303,0.10289197336601849
dataset\turnpike_0_5fps\input\in000823.jpg,dataset\turnpike_0_5fps\groundtruth\gt000823.png,748,57632,4315,8985,0.07685194698448577,0.9303436808885015,0.06965631911149854,0.9231480530155143,18.5546875,0.1477384949634604,0.10110840767775074
dataset\turnpike_0_5fps\input\in000824.jpg,dataset\turnpike_0_5fps\groundtruth\gt000824.png,1428,54627,3635,11990,0.10642420629005814,0.9376094195187258,0.062390580481274244,0.8935757937099419,21.798270089285715,0.2820462176575153,0.15453709214869324
dataset\turnpike_0_5fps\input\in000825.jpg,dataset\turnpike_0_5fps\groundtruth\gt000825.png,1164,59157,3899,7460,0.1349721706864564,0.9381660746003553,0.06183392539964476,0.8650278293135436,15.846819196428571,0.22990321943511752,0.17008840505589246
dataset\turnpike_0_5fps\input\in000826.jpg,dataset\turnpike_0_5fps\groundtruth\gt000826.png,647,56417,4416,10200,0.05964782889278141,0.92740782141272,0.07259217858727993,0.9403521711072186,20.390625,0.1277898479162552,0.08133249528598366
dataset\turnpike_0_5fps\input\in000827.jpg,dataset\turnpike_0_5fps\groundtruth\gt000827.png,630,59387,4433,7230,0.08015267175572519,0.9305390159824506,0.06946098401754935,0.9198473282442748,16.270926339285715,0.12443215484890381,0.09750058036059737
dataset\turnpike_0_5fps\input\in000828.jpg,dataset\turnpike_0_5fps\groundtruth\gt000828.png,1430,63771,3633,2846,0.3344246959775491,0.9461011215951576,0.05389887840484244,0.6655753040224509,9.038783482142858,0.28244124037132134,0.30624263839811544
dataset\turnpike_0_5fps\input\in000829.jpg,dataset\turnpike_0_5fps\groundtruth\gt000829.png,108,61132,4955,5485,0.019309851600214555,0.9250230756427134,0.0749769243572866,0.9806901483997854,14.564732142857142,0.02133122654552637,0.02027027027027027
dataset\turnpike_0_5fps\input\in000830.jpg,dataset\turnpike_0_5fps\groundtruth\gt000830.png,546,63141,4517,3476,0.1357533565390353,0.9332377545892577,0.06676224541074226,0.8642466434609647,11.150948660714286,0.10784120086904997,0.1201981287837094
dataset\turnpike_0_5fps\input\in000831.jpg,dataset\turnpike_0_5fps\groundtruth\gt000831.png,838,60840,4225,5777,0.12668178382464096,0.935064935064935,0.06493506493506493,0.873318216175359,13.953683035714286,0.16551451708473236,0.1435177256379517
dataset\turnpike_0_5fps\input\in000832.jpg,dataset\turnpike_0_5fps\groundtruth\gt000832.png,650,62945,4413,3672,0.15039333641832486,0.9344843968051308,0.06551560319486921,0.8496066635816751,11.279296875,0.12838238198696425,0.13851891315929674
dataset\turnpike_0_5fps\input\in000833.jpg,dataset\turnpike_0_5fps\groundtruth\gt000833.png,417,62402,4646,4215,0.0900259067357513,0.9307063596229567,0.06929364037704332,0.9099740932642487,12.361886160714286,0.08236223582856014,0.08602372356884992
dataset\turnpike_0_5fps\input\in000834.jpg,dataset\turnpike_0_5fps\groundtruth\gt000834.png,445,62957,4618,3660,0.10840438489646773,0.9316611172770995,0.06833888272290048,0.8915956151035322,11.548549107142858,0.08789255382184476,0.09707678883071554
dataset\turnpike_0_5fps\input\in000835.jpg,dataset\turnpike_0_5fps\groundtruth\gt000835.png,884,57950,4179,8667,0.09255575332425924,0.9327367252007919,0.0672632747992081,0.9074442466757408,17.921316964285715,0.17460003950227138,0.12097988230463938
dataset\turnpike_0_5fps\input\in000836.jpg,dataset\turnpike_0_5fps\groundtruth\gt000836.png,918,63779,4145,2838,0.24440894568690097,0.9389759142571109,0.06102408574288911,0.755591054313099,9.741908482142858,0.18131542563697411,0.20818686925955324
dataset\turnpike_0_5fps\input\in000837.jpg,dataset\turnpike_0_5fps\groundtruth\gt000837.png,2780,53759,2283,12858,0.17777209361810972,0.9592626958352664,0.04073730416473359,0.8222279063818903,21.123046875,0.549081572190401,0.2685860586445099
dataset\turnpike_0_5fps\input\in000838.jpg,dataset\turnpike_0_5fps\groundtruth\gt000838.png,1182,60856,3881,5761,0.17024341062941092,0.940049739716082,0.059950260283918005,0.829756589370589,13.451450892857142,0.2334584238593719,0.1969015492253873
dataset\turnpike_0_5fps\input\in000839.jpg,dataset\turnpike_0_5fps\groundtruth\gt000839.png,260,62585,4803,4032,0.06057781919850885,0.9287261827031519,0.0712738172968481,0.9394221808014911,12.325613839285714,0.0513529527947857,0.05558524853019775
dataset\turnpike_0_5fps\input\in000840.jpg,dataset\turnpike_0_5fps\groundtruth\gt000840.png,2018,63083,3045,3534,0.3634726224783862,0.9539529397532059,0.04604706024679409,0.6365273775216138,9.178292410714286,0.39857791823029826,0.38021667451719265
dataset\turnpike_0_5fps\input\in000841.jpg,dataset\turnpike_0_5fps\groundtruth\gt000841.png,1315,61477,3748,5140,0.203718048024787,0.942537370640092,0.05746262935990801,0.796281951975213,12.399553571428571,0.2597274343274738,0.22833825316895293
dataset\turnpike_0_5fps\input\in000842.jpg,dataset\turnpike_0_5fps\groundtruth\gt000842.png,134,59955,4929,6662,0.01971748087110065,0.9240336600702793,0.07596633992972074,0.9802825191288993,16.170479910714285,0.02646652182500494,0.022598870056497175
dataset\turnpike_0_5fps\input\in000843.jpg,dataset\turnpike_0_5fps\groundtruth\gt000843.png,959,60950,4104,5667,0.1447328705101117,0.9369139484120884,0.06308605158791158,0.8552671294898884,13.631417410714286,0.18941339126999804,0.16408589271965096
dataset\turnpike_0_5fps\input\in000844.jpg,dataset\turnpike_0_5fps\groundtruth\gt000844.png,822,58521,4241,8096,0.09217313298945952,0.9324272649055161,0.06757273509448393,0.9078268670105405,17.211216517857142,0.162354335374284,0.1175881553536943
dataset\turnpike_0_5fps\input\in000845.jpg,dataset\turnpike_0_5fps\groundtruth\gt000845.png,475,62710,4588,3907,0.10839799178457325,0.9318256114594787,0.06817438854052127,0.8916020082154268,11.851283482142858,0.09381789452893541,0.10058231868713603
dataset\turnpike_0_5fps\input\in000846.jpg,dataset\turnpike_0_5fps\groundtruth\gt000846.png,531,58728,4532,7889,0.06306413301662708,0.92835915270313,0.07164084729687006,0.936935866983373,17.328404017857142,0.10487853051550464,0.07876585329674406
dataset\turnpike_0_5fps\input\in000847.jpg,dataset\turnpike_0_5fps\groundtruth\gt000847.png,649,61678,4414,4939,0.11614173228346457,0.9332143073291775,0.06678569267082249,0.8838582677165354,13.048270089285714,0.12818487063006123,0.12186649140925734
dataset\turnpike_0_5fps\input\in000848.jpg,dataset\turnpike_0_5fps\groundtruth\gt000848.png,375,61063,4688,5554,0.0632484398718165,0.9287007041717996,0.07129929582820033,0.9367515601281835,14.288504464285714,0.07406675883863321,0.06823144104803493
dataset\turnpike_0_5fps\input\in000849.jpg,dataset\turnpike_0_5fps\groundtruth\gt000849.png,0,60697,5063,5920,0.0,0.9230079075425791,0.07699209245742092,1.0,15.322265625,0.0,nan
dataset\turnpike_0_5fps\input\in000850.jpg,dataset\turnpike_0_5fps\groundtruth\gt000850.png,466,58605,4597,8012,0.054965793819297004,0.9272649599696212,0.07273504003037878,0.945034206180703,17.590680803571427,0.09204029231680821,0.06882800384018906
dataset\turnpike_0_5fps\input\in000851.jpg,dataset\turnpike_0_5fps\groundtruth\gt000851.png,1630,58284,3433,8333,0.1636053397571013,0.9443751316493024,0.05562486835069754,0.8363946602428988,16.414620535714285,0.32194351175192576,0.21695727405829895
dataset\turnpike_0_5fps\input\in000852.jpg,dataset\turnpike_0_5fps\groundtruth\gt000852.png,1042,61960,4021,4657,0.18283909457799613,0.9390582137281945,0.06094178627180552,0.8171609054220038,12.106584821428571,0.20580683389294885,0.19364430403270766
dataset\turnpike_0_5fps\input\in000853.jpg,dataset\turnpike_0_5fps\groundtruth\gt000853.png,473,62711,4590,3906,0.1080155286595113,0.9317989331510675,0.0682010668489324,0.8919844713404887,11.852678571428571,0.09342287181512937,0.10019063757678458
dataset\turnpike_0_5fps\input\in000854.jpg,dataset\turnpike_0_5fps\groundtruth\gt000854.png,215,55756,4848,10861,0.019411339833875045,0.9200052801795261,0.0799947198204739,0.980588660166125,21.915457589285715,0.04246494173414971,0.02664353429580519
dataset\turnpike_0_5fps\input\in000855.jpg,dataset\turnpike_0_5fps\groundtruth\gt000855.png,1036,59665,4027,6952,0.12969454181271908,0.9367738491490297,0.06322615085097029,0.8703054581872809,15.316685267857142,0.2046217657515307,0.15876178070645927
dataset\turnpike_0_5fps\input\in000856.jpg,dataset\turnpike_0_5fps\groundtruth\gt000856.png,194,56877,4869,9740,0.019528890678477955,0.9211446895345448,0.07885531046545526,0.980471109321522,20.380859375,0.038317203239186255,0.025871841034873642
dataset\turnpike_0_5fps\input\in000857.jpg,dataset\turnpike_0_5fps\groundtruth\gt000857.png,518,63961,4545,2656,0.1632010081915564,0.9336554462382857,0.0663445537617143,0.8367989918084436,10.046037946428571,0.10231088287576535,0.12577394682530046
dataset\turnpike_0_5fps\input\in000858.jpg,dataset\turnpike_0_5fps\groundtruth\gt000858.png,675,59437,4388,7180,0.0859325270528326,0.9312495103799452,0.06875048962005484,0.9140674729471674,16.138392857142858,0.1333201659095398,0.1045053413841152
dataset\turnpike_0_5fps\input\in000859.jpg,dataset\turnpike_0_5fps\groundtruth\gt000859.png,116,62685,4947,3932,0.02865612648221344,0.9268541518807665,0.0731458481192335,0.9713438735177866,12.386997767857142,0.022911317400750544,0.025463725167380092
dataset\turnpike_0_5fps\input\in000860.jpg,dataset\turnpike_0_5fps\groundtruth\gt000860.png,612,63229,4451,3388,0.153,0.9342346335697399,0.06576536643026004,0.847,10.936104910714286,0.12087695042464942,0.13505461767626614
dataset\turnpike_0_5fps\input\in000861.jpg,dataset\turnpike_0_5fps\groundtruth\gt000861.png,260,61083,4803,5534,0.04487400759406282,0.9271013568891722,0.07289864311082779,0.9551259924059372,14.421037946428571,0.0513529527947857,0.047895367044303215
dataset\turnpike_0_5fps\input\in000862.jpg,dataset\turnpike_0_5fps\groundtruth\gt000862.png,903,63422,4160,3195,0.22035139092240116,0.9384451481163624,0.06155485188363766,0.7796486090775988,10.260881696428571,0.1783527552834288,0.19714005021285888
dataset\turnpike_0_5fps\input\in000863.jpg,dataset\turnpike_0_5fps\groundtruth\gt000863.png,723,60498,4340,6119,0.105670856474715,0.9330639439834665,0.06693605601653352,0.894329143525285,14.591238839285714,0.14280071104088485,0.12146157076858462
dataset\turnpike_0_5fps\input\in000864.jpg,dataset\turnpike_0_5fps\groundtruth\gt000864.png,766,61938,4297,4679,0.14067952249770432,0.9351249339473088,0.06487506605269118,0.8593204775022957,12.522321428571429,0.15129369938771478,0.14579368100494863
dataset\turnpike_0_5fps\input\in000865.jpg,dataset\turnpike_0_5fps\groundtruth\gt000865.png,189,61327,4874,5290,0.03449534586603395,0.926375734505521,0.07362426549447894,0.965504654133966,14.1796875,0.03732964645467114,0.03585657370517928
dataset\turnpike_0_5fps\input\in000866.jpg,dataset\turnpike_0_5fps\groundtruth\gt000866.png,922,62883,4141,3734,0.19802405498281786,0.9382161613750298,0.06178383862497016,0.8019759450171822,10.986328125,0.18210547106458622,0.1897314538532771
dataset\turnpike_0_5fps\input\in000867.jpg,dataset\turnpike_0_5fps\groundtruth\gt000867.png,863,56846,4200,9771,0.08115478653375964,0.9311994233856437,0.06880057661435639,0.9188452134662404,19.490792410714285,0.17045230100730793,0.10995731668471682
dataset\turnpike_0_5fps\input\in000868.jpg,dataset\turnpike_0_5fps\groundtruth\gt000868.png,0,61091,5063,5526,0.0,0.923466457054751,0.07653354294524896,1.0,14.772600446428571,0.0,nan
dataset\turnpike_0_5fps\input\in000869.jpg,dataset\turnpike_0_5fps\groundtruth\gt000869.png,465,62110,4598,4507,0.09352373290426388,0.9310727349043593,0.0689272650956407,0.9064762670957361,12.702287946428571,0.0918427809599052,0.09267563527653214
dataset\turnpike_0_5fps\input\in000870.jpg,dataset\turnpike_0_5fps\groundtruth\gt000870.png,321,58207,4742,8410,0.03676554804718818,0.9246691766350538,0.07533082336494623,0.9632344519528118,18.348214285714285,0.06340114556587004,0.04654197477163984
dataset\turnpike_0_5fps\input\in000871.jpg,dataset\turnpike_0_5fps\groundtruth\gt000871.png,638,57814,4425,8803,0.06757758712000847,0.9289030993428558,0.07109690065714423,0.9324224128799915,18.454241071428573,0.126012245704128,0.08797573083287369
dataset\turnpike_0_5fps\input\in000872.jpg,dataset\turnpike_0_5fps\groundtruth\gt000872.png,1758,63042,3305,3575,0.32964560285017813,0.9501861425535443,0.04981385744645576,0.6703543971498218,9.598214285714286,0.34722496543551257,0.3382070026933436
dataset\turnpike_0_5fps\input\in000873.jpg,dataset\turnpike_0_5fps\groundtruth\gt000873.png,372,62288,4691,4329,0.07913209955328654,0.9299631227698234,0.07003687723017663,0.9208679004467135,12.583705357142858,0.07347422476792416,0.07619827939369112
dataset\turnpike_0_5fps\input\in000874.jpg,dataset\turnpike_0_5fps\groundtruth\gt000874.png,138,59624,4925,6993,0.019352124526714348,0.9237013741498706,0.07629862585012936,0.9806478754732857,16.626674107142858,0.027256567252617027,0.022634082335574873
dataset\turnpike_0_5fps\input\in000875.jpg,dataset\turnpike_0_5fps\groundtruth\gt000875.png,308,58783,4755,7834,0.037828543355440926,0.9251628946457238,0.07483710535427618,0.962171456644559,17.562779017857142,0.060833497926130756,0.046648996592199926
dataset\turnpike_0_5fps\input\in000876.jpg,dataset\turnpike_0_5fps\groundtruth\gt000876.png,543,62519,4520,4098,0.11700064641241112,0.9325765599128866,0.06742344008711347,0.8829993535875889,12.022879464285714,0.1072486667983409,0.11191261335531738
dataset\turnpike_0_5fps\input\in000877.jpg,dataset\turnpike_0_5fps\groundtruth\gt000877.png,693,62293,4370,4324,0.13813035678692445,0.9344463945517003,0.06555360544829966,0.8618696432130756,12.12890625,0.13687537033379418,0.13749999999999998
dataset\turnpike_0_5fps\input\in000878.jpg,dataset\turnpike_0_5fps\groundtruth\gt000878.png,393,60544,4670,6073,0.060779461800185584,0.9283896095930322,0.07161039040696783,0.9392205381998144,14.987444196428571,0.07762196326288762,0.068175904241478
dataset\turnpike_0_5fps\input\in000879.jpg,dataset\turnpike_0_5fps\groundtruth\gt000879.png,0,60233,5063,6384,0.0,0.922460793923058,0.07753920607694192,1.0,15.969587053571429,0.0,nan
dataset\turnpike_0_5fps\input\in000880.jpg,dataset\turnpike_0_5fps\groundtruth\gt000880.png,159,61388,4904,5229,0.02951002227171492,0.9260242563205213,0.07397574367947866,0.970489977728285,14.136439732142858,0.031404305747580484,0.0304277102669601
dataset\turnpike_0_5fps\input\in000881.jpg,dataset\turnpike_0_5fps\groundtruth\gt000881.png,431,60179,4632,6438,0.06274566894744504,0.9285306506611531,0.0714693493388468,0.937254331052555,15.443638392857142,0.08512739482520244,0.07224270868253437
dataset\turnpike_0_5fps\input\in000882.jpg,dataset\turnpike_0_5fps\groundtruth\gt000882.png,117,60405,4946,6212,0.018486332753989573,0.9243163838349834,0.0756836161650166,0.9815136672460104,15.56640625,0.023108828757653566,0.020540730337078657
dataset\turnpike_0_5fps\input\in000883.jpg,dataset\turnpike_0_5fps\groundtruth\gt000883.png,867,62122,4196,4495,0.1616933979858262,0.9367290931572122,0.06327090684278779,0.8383066020141738,12.124720982142858,0.17124234643492,0.16633093525179857
dataset\turnpike_0_5fps\input\in000884.jpg,dataset\turnpike_0_5fps\groundtruth\gt000884.png,817,62388,4246,4229,0.16191042409829567,0.9362787766005343,0.06372122339946573,0.8380895759017043,11.823381696428571,0.16136677858976892,0.16163814422791573
dataset\turnpike_0_5fps\input\in000885.jpg,dataset\turnpike_0_5fps\groundtruth\gt000885.png,470,63769,4593,2848,0.1416515973477999,0.9328135513881981,0.06718644861180188,0.8583484026522001,10.380859375,0.0928303377444203,0.11215845364514974
dataset\turnpike_0_5fps\input\in000886.jpg,dataset\turnpike_0_5fps\groundtruth\gt000886.png,905,43561,4158,23056,0.03776970911063812,0.9128648965820743,0.08713510341792577,0.9622302908893619,37.96595982142857,0.17874777799723485,0.06236218302094818
dataset\turnpike_0_5fps\input\in000887.jpg,dataset\turnpike_0_5fps\groundtruth\gt000887.png,563,62460,4500,4157,0.11927966101694916,0.9327956989247311,0.06720430107526881,0.8807203389830508,12.077287946428571,0.11119889393640134,0.1150976183174895
dataset\turnpike_0_5fps\input\in000888.jpg,dataset\turnpike_0_5fps\groundtruth\gt000888.png,3388,50059,1675,16558,0.1698586182693272,0.9676228399118568,0.032377160088143196,0.8301413817306729,25.436662946428573,0.6691684771874383,0.2709424607141429
dataset\turnpike_0_5fps\input\in000889.jpg,dataset\turnpike_0_5fps\groundtruth\gt000889.png,1173,61399,3890,5218,0.18353935221405102,0.9404187535419443,0.05958124645805572,0.816460647785949,12.706473214285714,0.2316808216472447,0.20481927710843376
dataset\turnpike_0_5fps\input\in000890.jpg,dataset\turnpike_0_5fps\groundtruth\gt000890.png,2094,62029,2969,4588,0.31337922777611493,0.9543216714360442,0.04567832856395582,0.6866207722238851,10.542689732142858,0.4135887813549279,0.35657726692209446
dataset\turnpike_0_5fps\input\in000891.jpg,dataset\turnpike_0_5fps\groundtruth\gt000891.png,833,63834,4230,2783,0.23036504424778761,0.9378526093088858,0.062147390691114246,0.7696349557522124,9.783761160714286,0.16452696030021727,0.19195759880170526
dataset\turnpike_0_5fps\input\in000892.jpg,dataset\turnpike_0_5fps\groundtruth\gt000892.png,874,64586,4189,2031,0.30086058519793457,0.9390912395492548,0.060908760450745184,0.6991394148020654,8.677455357142858,0.17262492593324116,0.21937751004016062
dataset\turnpike_0_5fps\input\in000893.jpg,dataset\turnpike_0_5fps\groundtruth\gt000893.png,80,61537,4983,5080,0.015503875968992248,0.9250901984365605,0.07490980156343957,0.9844961240310077,14.038783482142858,0.015800908552241755,0.015650983077374548
dataset\turnpike_0_5fps\input\in000894.jpg,dataset\turnpike_0_5fps\groundtruth\gt000894.png,1895,62283,3168,4334,0.3042221865467972,0.9515973781913187,0.0484026218086813,0.6957778134532028,10.465959821428571,0.37428402133122657,0.33563584838823945
dataset\turnpike_0_5fps\input\in000895.jpg,dataset\turnpike_0_5fps\groundtruth\gt000895.png,983,60493,4080,6124,0.13831433797664275,0.936815696963127,0.063184303036873,0.8616856620233573,14.235491071428571,0.19415366383567056,0.16154478225143798
dataset\turnpike_0_5fps\input\in000896.jpg,dataset\turnpike_0_5fps\groundtruth\gt000896.png,621,54072,4442,12545,0.04716694516178034,0.9240865433913251,0.07591345660867485,0.9528330548382197,23.698381696428573,0.12265455263677662,0.06813319436063416
dataset\turnpike_0_5fps\input\in000897.jpg,dataset\turnpike_0_5fps\groundtruth\gt000897.png,1122,57549,3941,9068,0.11010794896957801,0.9359082777687429,0.06409172223125711,0.889892051030422,18.148716517857142,0.2216077424451906,0.1471185996197469
dataset\turnpike_0_5fps\input\in000898.jpg,dataset\turnpike_0_5fps\groundtruth\gt000898.png,376,62824,4687,3793,0.09018949388342529,0.930574276784524,0.06942572321547599,0.9098105061165748,11.830357142857142,0.07426427019553625,0.08145580589254767
dataset\turnpike_0_5fps\input\in000899.jpg,dataset\turnpike_0_5fps\groundtruth\gt000899.png,504,61309,4559,5308,0.08671713695801789,0.9307858140523472,0.06921418594765288,0.9132828630419821,13.765345982142858,0.09954572387912305,0.09268965517241379
dataset\turnpike_0_5fps\input\in000900.jpg,dataset\turnpike_0_5fps\groundtruth\gt000900.png,728,57239,4335,9378,0.07203641401147833,0.9295969077857538,0.07040309221424627,0.9279635859885217,19.130859375,0.14378826782539997,0.0959852330410706
dataset\turnpike_0_5fps\input\in000901.jpg,dataset\turnpike_0_5fps\groundtruth\gt000901.png,658,58809,4405,7808,0.07772265532719112,0.9303160692251716,0.06968393077482836,0.9222773446728089,17.038225446428573,0.12996247284218843,0.09727252568556434
dataset\turnpike_0_5fps\input\in000902.jpg,dataset\turnpike_0_5fps\groundtruth\gt000902.png,1417,57828,3646,8789,0.13883989809915737,0.9406903731658913,0.05930962683410873,0.8611601019008427,17.347935267857142,0.2798735927315821,0.18560482022398322
dataset\turnpike_0_5fps\input\in000903.jpg,dataset\turnpike_0_5fps\groundtruth\gt000903.png,2231,59879,2832,6738,0.248745679562939,0.9548404586117268,0.04515954138827319,0.751254320437061,13.351004464285714,0.44064783725064194,0.3179874572405929
dataset\turnpike_0_5fps\input\in000904.jpg,dataset\turnpike_0_5fps\groundtruth\gt000904.png,951,59953,4112,6664,0.12488509520682863,0.9358151876999922,0.0641848123000078,0.8751149047931713,15.033482142857142,0.18783330041477386,0.15002366303833414
dataset\turnpike_0_5fps\input\in000905.jpg,dataset\turnpike_0_5fps\groundtruth\gt000905.png,588,60803,4475,5814,0.09184629803186505,0.9314470418824106,0.0685529581175894,0.9081537019681349,14.354073660714286,0.1161366778589769,0.10257304840819888
dataset\turnpike_0_5fps\input\in000906.jpg,dataset\turnpike_0_5fps\groundtruth\gt000906.png,1154,62029,3909,4588,0.20097526994078718,0.9407170372167794,0.0592829627832206,0.7990247300592128,11.854073660714286,0.2279281058660873,0.21360481258676536
dataset\turnpike_0_5fps\input\in000907.jpg,dataset\turnpike_0_5fps\groundtruth\gt000907.png,782,60517,4281,6100,0.11362975879104911,0.9339331460847557,0.06606685391524429,0.8863702412089509,14.482421875,0.15445388109816313,0.13093344495604856
dataset\turnpike_0_5fps\input\in000908.jpg,dataset\turnpike_0_5fps\groundtruth\gt000908.png,2514,57478,2549,9139,0.215738436454132,0.9575357755676612,0.04246422443233878,0.7842615635458681,16.305803571428573,0.49654355125419714,0.3007896625987078
dataset\turnpike_0_5fps\input\in000909.jpg,dataset\turnpike_0_5fps\groundtruth\gt000909.png,918,61034,4145,5583,0.14120904476234425,0.9364058976050569,0.06359410239494316,0.8587909552376557,13.571428571428571,0.18131542563697411,0.15876859218263575
dataset\turnpike_0_5fps\input\in000910.jpg,dataset\turnpike_0_5fps\groundtruth\gt000910.png,1239,61816,3824,4801,0.20513245033112582,0.9417428397318708,0.05825716026812919,0.7948675496688742,12.032645089285714,0.24471657120284415,0.22318292353417993
